install_date,player_id,country,device_brand,is_organic,var_01,var_02,var_03,var_04,var_05,var_06,var_07,var_08,var_09,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,revenue_d30
28/10/22,pl00a2393a90,United Kingdom,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,167.16,20,5,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,4090,6,74,9913,11,11,6,4090,9913,74,0,199,0
05/10/22,pl00ba4117d4,United States,LGE,0,10,2,NA,NA,NA,NA,NA,NA,397.2333333,20,6,NA,4,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,4,3847,7,45,9086,9,7,4,2744,4210,24,0,240,0
31/10/22,pl00f0e81af6,Malaysia,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,887.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,0
28/10/22,pl003375b125,India,realme,1,10,NA,NA,NA,NA,NA,NA,NA,112.3846154,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1177,3,1,120,2,1,1,53,0,0,0,53,0
31/10/22,pl005df4e82b,Ukraine,ZTE,1,12,NA,NA,NA,NA,NA,NA,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,0
13/10/22,pl003bc0fb9b,Indonesia,OPPO,0,10,NA,1,1,1,NA,NA,13,291.6636364,14,0,NA,41,NA,NA,3,NA,NA,NA,1,3,NA,12,NA,NA,1,1,NA,NA,2,9447,7,107,26820,18,12,5,5932,11640,26,0.99,314,1.91
19/10/22,pl00efa2f594,Russia,OPPO,1,12,NA,NA,NA,NA,NA,NA,NA,357,8,6,NA,15,NA,NA,1,NA,NA,NA,1,4,NA,NA,1,NA,1,NA,NA,1,2,3048,2,63,7064,9,9,1,3017,7064,63,0,267,0
29/10/22,pl00b8d5ac78,Cambodia,vivo,0,10,NA,NA,NA,NA,NA,NA,NA,228.32,10,6,NA,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,3,3,NA,NA,NA,1,3761,2,32,10180,10,10,2,3761,10180,32,0,14,0
31/10/22,pl00fbf64b5e,India,OPPO,0,12,NA,NA,NA,NA,NA,NA,NA,98.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0
30/10/22,pl00256c2637,Pakistan,vivo,1,10,NA,NA,NA,NA,NA,NA,NA,37.5,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,90,0,0,0,15,0
18/10/22,pl00f5aa38b9,United States,Wingtech,1,10,NA,4,1,2,2,NA,14,310.953125,14,2,NA,73,1,2,3,3,2,NA,1,16,1,27,NA,NA,2,1,NA,1,3,17995,11,239,32450,19,12,4,6798,15210,116,0,753,0
30/10/22,pl00f66a668b,Poland,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,316.6666667,15,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,6,3,1517,2160,31,0,1111,0
29/10/22,pl0074757169,United Kingdom,NA,0,10,NA,NA,NA,NA,NA,NA,NA,198.3,14,6,NA,5,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,3074,5,61,10910,10,9,3,2216,9220,60,0,383,0
24/10/22,pl0086ed0b43,Puerto Rico,samsung,0,10,NA,NA,1,1,NA,NA,1,304.1190476,22,0,NA,11,NA,NA,2,3,NA,NA,1,3,NA,NA,NA,5,9,NA,NA,2,3,5804,5,63,18340,14,12,2,4872,15020,43,0,618,0
31/10/22,pl00b137fa85,India,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0
28/10/22,pl00562f25e1,Brazil,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,325.6818182,21,4,NA,12,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,1,4429,7,19,4410,10,10,7,4429,4410,19,0,1731,0
31/10/22,pl00beaa01e5,Malaysia,vivo,0,12,NA,NA,NA,NA,NA,NA,NA,182.8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0
31/10/22,pl00db4c3112,India,realme,0,12,NA,NA,NA,NA,NA,NA,NA,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0
19/10/22,pl00631df2e9,Canada,motorola,0,12,NA,NA,NA,NA,NA,NA,NA,218.4545455,22,4,NA,13,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1031,3,1,2080,5,5,3,1031,2080,1,0,131,0
29/10/22,pl00255d8afe,Singapore,OPPO,1,10,NA,NA,NA,NA,NA,NA,NA,210,8,6,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,2679,3,35,4710,9,9,3,2679,4710,35,0,749,0
29/10/22,pl00ce703370,Nepal,realme,0,10,NA,NA,NA,NA,NA,NA,NA,276.3636364,15,6,NA,17,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,7863,5,88,14566,14,10,3,3006,6180,32,0,710,0
31/10/22,pl004e3a385c,South Korea,samsung,1,10,NA,NA,NA,NA,NA,NA,NA,256.55,NA,NA,NA,8,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,13,6,4661,14410,76,0,178,0
31/10/22,pl00828cbea7,Somalia,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0
30/10/22,pl00abcbda13,Indonesia,vivo,0,10,NA,NA,NA,NA,NA,NA,NA,382.75,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
23/10/22,pl00a0ec0650,United States,motorola,0,12,2,4,NA,1,1,NA,17,396.7142857,10,5,NA,2,1,NA,2,3,NA,NA,NA,8,NA,1,NA,NA,10,1,1,1,2,10802,2,198,17475,17,13,1,7211,10710,121,0,239,0
30/10/22,pl007dfd87fb,Algeria,OPPO,1,12,NA,NA,NA,NA,NA,NA,NA,57,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,86,0,0,0,86,0
29/10/22,pl00205df0f8,India,vivo,0,12,NA,NA,NA,NA,NA,NA,NA,247.1923077,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,0
04/10/22,pl005b391a9a,Sri Lanka,samsung,1,10,NA,NA,NA,NA,NA,NA,NA,213.2,9,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,3,2201,2,10,4360,8,4,2,809,2160,6,0,809,0
29/10/22,pl00ce0e8662,Pakistan,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,324.6666667,22,5,NA,5,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,1,1673,3,24,4680,10,7,1,1456,4370,24,0,101,0
30/10/22,pl00290957a0,Malaysia,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,181.6842105,18,0,NA,5,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,9,2,2398,4410,21,0,258,0
31/10/22,pl00bedcc557,Ukraine,NA,0,10,NA,NA,NA,NA,NA,NA,NA,458.7142857,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,7,2,1493,2160,7,0,1,0
31/10/22,pl00f0d3b7c7,Pakistan,NA,0,12,NA,NA,NA,NA,NA,NA,NA,19.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0
31/10/22,pl00a5c7eb75,Russia,realme,1,10,NA,NA,NA,NA,NA,NA,NA,314.1666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
31/10/22,pl00e376fa58,Indonesia,OPPO,1,10,NA,NA,NA,NA,NA,NA,NA,475.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,0
30/10/22,pl008c2f470d,Germany,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,99.33333333,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,77,0,0,0,77,0
25/10/22,pl00b60249af,Brazil,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,0
29/10/22,pl00f4bc413e,India,realme,1,12,NA,NA,NA,NA,NA,NA,NA,492,12,6,NA,4,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,4,3,NA,NA,NA,1,7649,10,70,13186,12,11,8,6062,7390,52,0,456,0
13/10/22,pl0060fb8eb4,Canada,samsung,0,12,NA,NA,1,1,1,NA,1,490.4318182,5,6,NA,12,NA,NA,2,NA,NA,NA,1,5,1,4,NA,9,6,1,NA,1,3,5113,5,129,12036,12,7,2,2015,4210,21,0,1185,0
03/10/22,pl003b7b3e43,United Kingdom,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,296.3846154,6,1,NA,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,1,3,2529,3,79,11485,10,10,3,2529,9585,76,0,1058,0
23/10/22,pl0080f103c2,United States,samsung,0,10,3,10,2,1,NA,NA,35,682.0798122,7,0,NA,54,NA,NA,2,4,1,NA,1,10,4,58,NA,NA,10,NA,2,1,2,18082,12,180,23689,18,13,4,7771,14299,67,0,117,0
29/10/22,pl0052cdd45d,Malaysia,realme,0,12,NA,NA,NA,NA,NA,NA,NA,413.75,13,6,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,8,1,1520,5010,25,0,21,0
04/10/22,pl004fd312c7,Vietnam,OPPO,0,12,NA,4,NA,1,1,NA,20,452.2035398,15,1,NA,55,1,1,4,NA,NA,NA,NA,9,NA,2,NA,4,1,1,NA,1,4,7026,2,79,12810,14,14,2,7026,12810,79,0,36,0
29/10/22,pl00f83595d2,Czechia,HUAWEI,0,10,NA,NA,NA,NA,NA,NA,NA,280,14,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,2759,3,43,4410,9,9,2,2722,4410,43,0,240,0
31/10/22,pl002563d137,India,vivo,0,12,NA,NA,NA,NA,NA,NA,NA,213,19,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,7,1,1126,4410,16,0,741,0
31/10/22,pl00014abffb,India,Xiaomi,1,10,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
31/10/22,pl00bae7a08b,Czechia,Xiaomi,0,12,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1715,0
31/10/22,pl00fe0c9d4b,India,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,521.4285714,NA,NA,NA,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874,0
23/10/22,pl006733b542,Malaysia,NA,0,7,NA,1,NA,NA,NA,NA,5,281.4583333,10,1,NA,7,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,1,2,7820,17,0,8330,23,20,7,4342,3030,0,0,300,0
30/10/22,pl009cabe880,Indonesia,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,217.8378378,13,0,NA,12,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,3,2,NA,NA,NA,1,7158,7,73,13110,13,10,3,2581,4820,23,0,258,0
31/10/22,pl0063a6be28,Brazil,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,0
30/10/22,pl00dabeaefe,United States,BLU,0,12,NA,NA,NA,NA,NA,NA,NA,194,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,6,2,5381,2080,3,0,175,0
31/10/22,pl00127f9ec9,Sweden,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,495.6666667,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,8,1,1309,4440,38,0,192,0
31/10/22,pl002ee085f8,Egypt,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297,0
17/10/22,pl009614b893,Russia,Xiaomi,1,12,1,4,NA,1,NA,NA,3,166.3347826,5,1,NA,114,NA,NA,2,5,NA,NA,1,15,NA,5,NA,NA,1,NA,NA,1,3,3344,5,0,4500,10,8,3,2752,4500,0,0,20,0
31/10/22,pl0097c72108,Germany,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,1009,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,0
31/10/22,pl0077f35946,United States,NA,0,12,NA,NA,NA,NA,NA,NA,NA,495.5714286,19,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,10,4,3404,6420,64,0,586,0
31/10/22,pl005ce0f90a,Pakistan,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,0
31/10/22,pl00f905853b,Thailand,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,35,0,0,0,21,0
29/10/22,pl00474f65f0,Vietnam,Xiaomi,0,12,NA,NA,NA,NA,NA,NA,NA,406.3333333,7,6,NA,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,3,NA,NA,NA,1,10903,3,278,40670,20,18,2,6358,19850,217,0,2605,0
21/10/22,pl00fb8e17db,Philippines,OPPO,1,10,1,2,NA,1,NA,NA,2,388.4444444,13,5,NA,36,NA,NA,2,NA,NA,NA,1,5,NA,1,NA,7,6,NA,1,NA,2,3293,6,55,9910,9,NA,NA,NA,NA,NA,NA,218,0
31/10/22,pl00472a669d,India,OPPO,1,12,NA,NA,NA,NA,NA,NA,NA,77.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,0
16/10/22,pl00b9bfdb22,Brazil,motorola,0,10,NA,NA,NA,NA,NA,NA,NA,373.5,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,6,1,1069,0,0,0,851,0
31/10/22,pl00409c227d,India,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,14.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0
31/10/22,pl009364c1bc,Philippines,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,509,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0
29/10/22,pl00eec58d0a,Philippines,NA,0,8,NA,NA,1,NA,NA,NA,2,145.8571429,9,6,NA,11,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,1,1194,2,0,2000,19,19,2,1194,2000,0,0,878,0
14/10/22,pl000b990504,Greece,LENOVO,1,10,1,3,NA,NA,NA,NA,11,948.1621622,19,5,NA,3,NA,NA,2,NA,NA,NA,1,4,NA,NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,0
18/10/22,pl00ce33a727,Latvia,samsung,0,10,NA,1,NA,1,NA,NA,15,395.7529412,11,1,NA,40,1,NA,3,NA,NA,NA,1,6,NA,12,NA,NA,1,NA,NA,1,3,2110,2,14,6160,10,10,2,2110,6160,14,0,189,0
30/10/22,pl009872bb3b,United States,samsung,1,10,NA,NA,NA,NA,NA,NA,NA,301.5238095,NA,NA,NA,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,12,2,5801,14816,45,3.99,363,0
29/10/22,pl00833bcce2,Philippines,Xiaomi,0,12,NA,NA,NA,NA,NA,NA,NA,349.2857143,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2472,3,9,4740,7,7,3,969,2160,6,0,297,0
31/10/22,pl00e400f30c,Philippines,realme,0,12,NA,NA,NA,NA,NA,NA,NA,299.2352941,NA,NA,NA,5,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,9,1,3126,4670,5,0,1,0
30/10/22,pl00304eecb8,Pakistan,realme,0,10,NA,NA,NA,NA,NA,NA,NA,175,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,472,80,5,0,123,0
31/10/22,pl00d7b523a7,Vietnam,vivo,1,10,NA,NA,NA,NA,NA,NA,NA,685.8571429,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0
31/10/22,pl007e507a8a,Vietnam,vsmart,0,12,NA,NA,NA,NA,NA,NA,NA,237.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
31/10/22,pl00b2c2d87a,India,OnePlus,1,12,NA,NA,NA,NA,NA,NA,NA,152.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
30/10/22,pl00956f61e8,Philippines,realme,1,10,NA,NA,NA,NA,NA,NA,NA,409.8,17,0,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,11,2,4848,11970,11,0,1600,0
30/10/22,pl0068965c0c,Russia,Xiaomi,1,10,NA,NA,NA,NA,NA,NA,NA,528.75,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,540,80,1,0,422,0
22/10/22,pl00a1c52726,India,OPPO,0,12,NA,NA,NA,NA,NA,NA,NA,229.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,0
29/10/22,pl009f9ffd43,India,OPPO,0,10,NA,NA,NA,NA,NA,NA,NA,73.875,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,405,5,0,0,1,1,1,5,0,0,0,5,0
25/10/22,pl0013522104,India,NA,0,10,NA,NA,NA,NA,NA,NA,NA,246.6590909,18,2,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,0
30/10/22,pl0040399173,Thailand,NA,0,12,NA,NA,NA,NA,NA,NA,NA,431.1538462,0,1,NA,5,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,391,80,0,0,391,0
31/10/22,pl00d6fc0934,United States,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,705,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344,0
30/10/22,pl004362e491,Malaysia,Xiaomi,0,10,NA,NA,NA,NA,NA,NA,NA,392.4347826,12,0,NA,18,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,17,3,6642,12486,100,0,1,0
31/10/22,pl008d7ba0af,India,samsung,0,12,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,0
31/10/22,pl0039d2c1b7,India,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,593.25,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0
31/10/22,pl0024f8fece,India,OnePlus,0,10,NA,NA,NA,NA,NA,NA,NA,186.5333333,NA,NA,NA,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024,0
31/10/22,pl003fb2e855,Indonesia,samsung,1,12,NA,NA,NA,NA,NA,NA,NA,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,0
31/10/22,pl005672d7ee,United States,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,236.6190476,NA,NA,NA,15,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0
31/10/22,pl00d12d63a3,Ukraine,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,220.8421053,20,0,NA,7,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,10,2,3262,10000,23,0,2,0
26/10/22,pl006165f0e5,Thailand,OPPO,0,10,NA,NA,NA,NA,NA,NA,NA,546.8421053,12,4,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,1,3161,4,50,6570,11,10,3,2350,4410,28,0,1016,0
31/10/22,pl006915426f,India,Xiaomi,1,12,NA,NA,NA,NA,NA,NA,NA,185.8888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,0
23/10/22,pl00bf212185,India,realme,1,10,NA,NA,NA,NA,NA,NA,NA,125.95,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,514,2,7,80,2,2,1,77,0,0,0,14,0
29/10/22,pl0028101826,Réunion,NA,0,12,NA,NA,NA,NA,NA,NA,NA,647,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,3912,2,5,5090,8,8,2,3912,5090,5,0,133,0
31/10/22,pl0004b2ad5b,India,OnePlus,0,10,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,0
29/10/22,pl002c03ce73,New Zealand,samsung,0,10,NA,NA,NA,NA,NA,NA,NA,294.5454545,20,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,3980,3,38,2160,6,3,1,298,80,8,0,298,0
25/10/22,pl00d117ca2c,Philippines,HUAWEI,0,12,3,2,1,1,NA,NA,26,261.56,0,2,NA,63,1,NA,2,1,NA,NA,1,4,2,21,1,9,7,NA,1,1,2,13396,25,104,21260,20,15,9,7167,9460,104,0,288,0
31/10/22,pl000bcfebe9,Philippines,NA,0,12,NA,NA,NA,NA,NA,NA,NA,249.2857143,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,0
